"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim"
"66455","( fiji diver rusi vulakoro and the married couple howard and michelle hall ) show us the world they love and make ","( fiji diver rusi vulakoro and married couple howard and michelle hall ) show us the world they love, make","0.0","0.904","0.0","0.0"
"62436","genuinely moving and wisely unsentimental ","genuinely moving, albeit wisely unsentimental, I suppose.","0.717","0.53","0.812","0.013"
"62436","genuinely moving and wisely unsentimental ","genuinely moving, albeit unsentimental.","0.637","0.355","0.867","0.013"
"57332","rarely have i seen a film so willing to champion the fallibility of the human heart. ","rarely have I seen a film so willing to champion the fallibility of the human heart.","0.038","1.0","0.029","0.029"
"57332","rarely have i seen a film so willing to champion the fallibility of the human heart. ","rarely have I seen a film so willing to champion the fallibility of the human heart.","0.038","1.0","0.029","0.029"
"29973","lift the movie above its playwriting 101 premise ","lift the movie above Its playwriting 101 premise.","0.001","0.988","0.001","0.002"
"29973","lift the movie above its playwriting 101 premise ","lift the movie above its script 101 premise.","0.0","0.0","0.068","0.002"
"36977","such high-wattage brainpower coupled with pitch-perfect acting and ","such high-wattage brainpower, coupled with pitch-perfect acting,","0.846","0.87","0.839","0.378"
"36977","such high-wattage brainpower coupled with pitch-perfect acting and ","such high-wattage brainpower, coupled with pitch-perfect acting,","0.846","0.87","0.839","0.378"
"46986","trapped presents a frightening and compelling ` what if?'","trapped presents a frightening, albeit compelling, apparently what if ''","0.936","0.844","0.971","0.011"
"46986","trapped presents a frightening and compelling ` what if?'","trapped appears to be frightening, albeit compelling, `` what if...? ''","0.9","0.744","0.967","0.011"
"57925","perfect as his outstanding performance as bond in die ","perfect as his outstanding, albeit relatively insignificant, performance as bond in die.?","0.722","0.618","0.765","0.018"
"57925","perfect as his outstanding performance as bond in die ","perfect as his outstanding performance as bond.","0.013","0.356","0.01","0.018"
"788","k-19 : the widowmaker is a great yarn. ","k-19 : The widowmaker's yarn is a great, albeit large.","0.738","0.703","0.751","0.025"
"788","k-19 : the widowmaker is a great yarn. ","K-19 : the widowmaker seems ""considering,"" though by so far justified.","0.45","0.178","0.918","0.025"
"28050","a thought-provoking and often-funny drama about isolation. ","A thought-provoking, albeit oftenfunny drama of isolation,","0.698","0.902","0.649","0.086"
"28050","a thought-provoking and often-funny drama about isolation. ","A thought-provoking, albeit often-funny, drama about isolation. ``","0.509","0.804","0.453","0.086"
"34743",", the film works - mostly due to its superior cast of characters. ","The film works, essentially, because of its high acting presence.","0.727","0.618","0.773","0.007"
"34743",", the film works - mostly due to its superior cast of characters. ","The film works, mostly because of its superior photographer characters.","0.0","0.0","0.169","0.007"
"50376","terrific performances, great to look at, and funny ","terrific performances, great, to look at, albeit funny.","0.936","0.96","0.929","0.019"
"50376","terrific performances, great to look at, and funny ","terrific performances, great, albeit funny,","0.581","0.293","0.866","0.019"
"24155",", to the adrenaline jolt of a sudden lunch rush at the diner ","Toasty, to the adrenaline jolt of a sudden lunch rush at the diner.","0.002","0.844","0.001","0.002"
"24155",", to the adrenaline jolt of a sudden lunch rush at the diner ",", down to the adrenaline jolt of a sudden lunch rush at the diner.","0.002","0.882","0.002","0.002"
"22704","writer/director burr steers emphasizes the q in quirky, with mixed results. ","writer/director burr steers had emphasized the q in quirky, albeit with mixed results.","0.542","0.767","0.494","0.036"
"22704","writer/director burr steers emphasizes the q in quirky, with mixed results. ","writer/director burr steers, emphasizing the click in quirky, albeit mixed results.","0.0","0.0","0.373","0.036"
"283","acted by diane lane and richard gere. ","acted by diane lane and richard gere. ","0.417","1.0","0.349","0.349"
"283","acted by diane lane and richard gere. ","acted by diane lane and richard gere.","0.417","1.0","0.349","0.349"
"3707","quiet, confident craftsmanship that tells a sweet, charming tale of intergalactic friendship ","quiet, confident craftsmanship, which tells a sweet, albeit charming, story of intergalactic friendship.","0.604","0.883","0.546","0.0"
"3707","quiet, confident craftsmanship that tells a sweet, charming tale of intergalactic friendship ","quiet, confident craftsmanship. ","0.193","0.063","0.631","0.0"
"21369","shot on digital video, whose tiny camera enables shafer to navigate spaces both large... and small... with considerable aplomb ","shot on digital video, whose tiny camera allows shafer to navigate both large, and relatively small spaces.","0.073","0.42","0.057","0.0"
"21369","shot on digital video, whose tiny camera enables shafer to navigate spaces both large... and small... with considerable aplomb ","shot on digital video, whose tiny camera allows shafer to navigate spaces both large, albeit small, with considerable aplomb.","0.002","0.969","0.001","0.0"
"30887","establishes itself as a durable part of the movie landscape : ","establishes itself as part of the movie landscape :","0.08","0.354","0.063","0.002"
"30887","establishes itself as a durable part of the movie landscape : ","establishes itself as a durable part of the movie landscape :","0.002","1.0","0.002","0.002"
"50556",", it's the very definition of epic adventure. ","It's the very definition of an adventure.","0.537","0.35","0.652","0.276"
"50556",", it's the very definition of epic adventure. ","He's the very definition of epic adventure.","0.331","0.768","0.278","0.276"
"45027","it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form. ","it's no accident that the accidental spy seems reasonable simply acting pics,one requiresapper enough.""","0.53","0.229","0.94","0.001"
"45027","it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form. ","It's no accident that the accidental spy is a solid action picture.","0.031","0.237","0.024","0.001"
"49229","an intelligent and deeply felt work about impossible, irrevocable choices and the price of making them. ","An intelligent, albeit deeply felt, work by impossible, albeit somewhat albeit necessary choices.","0.668","0.336","0.997","0.008"
"49229","an intelligent and deeply felt work about impossible, irrevocable choices and the price of making them. ","An intelligent, deeply felt, work about impossible, albeit albeit irreversible choices.","0.627","0.303","0.973","0.008"
"50707","why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ","Why did Paul thomas anderson had the inclination to tend make the most sincerely, artful movie, in which adam sandler is probably to appear?","0.831","0.967","0.793","0.001"
"50707","why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ","Why paul thomas anderson appear appeared Milton Purple? Or if Mr Vance had an inclination to make more artful, albeit more sincere, cinema films","0.182","0.313","0.16","0.001"
"16459","the chateau has one very funny joke and a few other decent ones ","The chateau has one very funny, albeit somewhat resorting, joke.","0.684","0.352","0.998","0.282"
"16459","the chateau has one very funny joke and a few other decent ones ","The chateau has one very humorous joke, albeit a few other reasonably decent.","0.484","0.969","0.415","0.282"
"26445","is clever and funny, is amused by its special effects, and leaves you feeling like you've seen a movie instead of an endless trailer ","is clever, funny, when watching it's special effects,... it leaves you feeling like you have seen a movie, instead of an endless trailer...?","0.624","0.836","0.575","0.007"
"26445","is clever and funny, is amused by its special effects, and leaves you feeling like you've seen a movie instead of an endless trailer ","Kinemaking is clever, funny, albeit slightly amused, by its special effects. And leaves one feeling as if you've seen a movie instead of an","0.616","0.323","0.882","0.007"
"24421","are the lively intelligence of the artists and their perceptiveness about their own situations ","are the lively, albeit somewhat subjective, intelligence of the artists, their perceptionunder their own circumstances.","0.935","0.806","0.988","0.0"
"24421","are the lively intelligence of the artists and their perceptiveness about their own situations ","are the lively intelligence, albeit nominal, by the artists.","0.498","0.268","0.698","0.0"
"66610","stereotypes in good fun, while adding a bit of heart and unsettling subject matter. ","stereotypes in good fun, albeit adding a bit of heart. subject matter.","0.215","0.397","0.187","0.001"
"66610","stereotypes in good fun, while adding a bit of heart and unsettling subject matter. ","stereotypes in good fun, while adding a bit of heart and unsettling subject matter.","0.001","1.0","0.001","0.001"
"15113","when they see the joy the characters take in this creed ","When they see the joy did the characters seem to take in this creed...","0.18","0.681","0.145","0.021"
"15113","when they see the joy the characters take in this creed ","When they see the joy the characters take.","0.096","0.237","0.081","0.021"
"39837","as a historical study and as a tragic love story ","as a historical study, albeit somewhat tragic, story.","0.64","0.312","0.986","0.191"
"39837","as a historical study and as a tragic love story ","as a historical study, albeit somewhat tragic, albeit John.","0.598","0.272","0.997","0.191"
"52378",", cinema paradiso stands as one of the great films about movie love. ",", cinema paradiso stands as one of the great movies about allowing movie love.","0.025","0.909","0.019","0.019"
"52378",", cinema paradiso stands as one of the great films about movie love. ","drive! Cinema paradiso seems to be one of the rare films/films necessarily about movie.","0.0","0.0","0.095","0.019"
"30968","stallion of the cimarron is a winner. ","stallion of the cimarron is a winner.","0.182","1.0","0.143","0.143"
"30968","stallion of the cimarron is a winner. ","stallion of the cimarron is a winner, perhaps","0.094","0.84","0.072","0.143"
"59824","itself could be played out in any working class community in the nation. ","itself could be played out in any working class community, although in some parts of the nation.","0.573","0.664","0.548","0.288"
"59824","itself could be played out in any working class community in the nation. ","Itself could be played out in '' any working class community in the nation.","0.285","0.89","0.233","0.288"
"14412","gay or straight, kissing jessica stein is one of the greatest date movies in years. ","gay or straight, kissing jessica stein is one of the great date movies in years.","0.016","0.986","0.012","0.003"
"14412","gay or straight, kissing jessica stein is one of the greatest date movies in years. ","gay or straight, kissing jessica stein is one of greatest date movies, weeks until now?","0.0","0.0","0.01","0.003"
"13031","the film has in kieran culkin a pitch-perfect holden. ","The film in kieran culkin was a pitch-perfect holden.","0.203","0.975","0.16","0.647"
"13031","the film has in kieran culkin a pitch-perfect holden. ","The film has, in kieran culkin, a pitch-perfect holden.","0.098","0.994","0.075","0.647"
"62429","i love the robust middle of this picture. ","i love the robust middle of this picture.","0.055","1.0","0.042","0.042"
"62429","i love the robust middle of this picture. ","i love the Busier picture, albeit robust.","0.0","0.0","0.987","0.042"
"46380","a story that puts old-fashioned values under the microscope ","A story that puts old-fashioned values under the microscope, ``","0.2","0.863","0.159","0.126"
"46380","a story that puts old-fashioned values under the microscope ","A story that puts old-fashioned values under the microscope,","0.116","0.996","0.09","0.126"
"48846","a sweet, laugh-a-minute crowd pleaser that lifts your spirits as well as ","A sweet, albeit laugh-a-minute crowd pleaser, who lifts my spirits as well as","0.19","0.865","0.151","0.015"
"48846","a sweet, laugh-a-minute crowd pleaser that lifts your spirits as well as ","A sweet, laugh-a-minute crowd pleaser, that lifts races as well as spirits.","0.035","0.821","0.026","0.015"
"62815","one of those unassuming films that sneaks up on you and stays with you long after you have left the theater ","One of those unassuming films that sneaks up on you, Then remained at present after you leave the theater.","0.146","0.831","0.115","0.003"
"62815","one of those unassuming films that sneaks up on you and stays with you long after you have left the theater ","One of those unassuming but relatively unnoticed films.","0.0","0.0","0.999","0.003"
"47886","an eerily suspenseful, deeply absorbing piece ","An eerily suspenseful, albeit deeply absorbing, piece.","0.84","0.8","0.854","0.057"
"47886","an eerily suspenseful, deeply absorbing piece ","an eercily suspenseful, albeit deeply absorbing piece,","0.133","0.795","0.104","0.057"
"31226","who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ","who has not lost a bit of the dry humour, made audiences come to Like him this time.","0.642","0.326","0.949","0.003"
"31226","who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ","who appeared too impress, albeit not lost a bit of humor.","0.391","0.139","0.993","0.003"
"62057","a chilling tale of one of the great crimes of 20th century france : ","A chilling tale of one one of 20th century france crimes.","0.01","0.381","0.008","0.004"
"62057","a chilling tale of one of the great crimes of 20th century france : ","A chilling story by one of France's greatest crimes, 190 guests, 20th century :","0.009","0.873","0.007","0.004"
"42246","a thoroughly engaging, surprisingly touching british comedy ","a thoroughly engaging, albeit somewhat touched, british comedy.","0.926","0.799","0.978","0.001"
"42246","a thoroughly engaging, surprisingly touching british comedy ","A thoroughly engaging, albeit surprisingly touching, british comedy.","0.88","0.814","0.904","0.001"
"27097","of light-heartedness, that makes it attractive throughout ","Of lightheartedness, which made it entirely attractive,","0.74","0.798","0.722","0.049"
"27097","of light-heartedness, that makes it attractive throughout ","Lightheartedness, that seems attractive.","0.57","0.424","0.643","0.049"
"15745","diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film. ","Diggs and Lathan are spoilers, even though brown sugar seemsotto sweet.","0.032","0.242","0.025","0.002"
"15745","diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film. ","Diggs and lathan are among the chief reasons.","0.029","0.122","0.023","0.002"
"44807","add beyond the dark visions already relayed by superb ","add beyond the dark visions, albeit already relay by superb,","0.928","0.841","0.962","0.561"
"44807","add beyond the dark visions already relayed by superb ","add beyond the dark visions, already narrated, by superb.","0.751","0.771","0.745","0.561"
"53058","by and large this is mr. kilmer's movie, and it's his strongest performance since the doors ","This movie's by and large is Milloy kgmer's movie.","0.304","0.109","0.764","0.004"
"53058","by and large this is mr. kilmer's movie, and it's his strongest performance since the doors ","By and large, this is mr. kilmer's movie, and it's his strongest performance since the doors.","0.015","0.925","0.012","0.004"
"13500","such a wallop of you-are-there immediacy ","Such a wallop of you-are- there immediacy,","0.545","0.827","0.489","0.196"
"13500","such a wallop of you-are-there immediacy ","such a wallop of you-are-there immediacy?","0.494","0.955","0.426","0.196"
"54839","is the stuff of high romance, brought off with considerable wit ","is the stuff of high romance, brought off by considerable wit. ''","0.564","0.87","0.504","0.022"
"54839","is the stuff of high romance, brought off with considerable wit ","is the stuff of high romance, brought off with considerable wit.","0.357","0.987","0.295","0.022"
"26720","this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits. ","This space-based homage to robert louis stevenson's treasure island fires on all plasma conduits.","0.035","1.0","0.026","0.026"
"26720","this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits. ","This space-based homage to robert louis stevenson's treasure island appeared on all plasma conduits.","0.032","0.474","0.024","0.026"
"48105","based on the wonderful acting clinic put on by spader and gyllenhaal ","Based on the facilities provided by spader and gyllenhaal.","0.347","0.204","0.452","0.0"
"48105","based on the wonderful acting clinic put on by spader and gyllenhaal ","Based on the extraordinary acting clinic put on by spader and gyllenhaal.","0.02","0.928","0.015","0.0"
"4260",", thanks to the presence of ` the king,'it also rocks. ",", thanks to the presence of '' the king, it also rocks.","0.4","0.9","0.338","0.243"
"4260",", thanks to the presence of ` the king,'it also rocks. ","Still rock, thanks to the presence of `` the king, it also rocks. ","0.107","0.747","0.083","0.243"
"57220","is still able to create an engaging story that keeps you guessing at almost every turn ","is still able to create an engaging story, albeit at almost every twist,","0.249","0.313","0.234","0.0"
"57220","is still able to create an engaging story that keeps you guessing at almost every turn ","is still able to create an engaging story, albeit attempting to keep them guessing at almost every turn.","0.108","0.801","0.084","0.0"
"8153","an unsettling, memorable cinematic experience that does its predecessors proud. ","An unsettling, albeit memorable, cinematic experience, which does its predecessors seem proud. ''","0.796","0.67","0.849","0.009"
"8153","an unsettling, memorable cinematic experience that does its predecessors proud. ","an unsettling, albeit memorable cinematic experience.","0.439","0.244","0.598","0.009"
"54698","are every bit as distinctive as his visuals. ","are every bit as distinctive as his visuals, We","0.266","0.833","0.217","0.197"
"54698","are every bit as distinctive as his visuals. "," Every bit as distinctive as his visuals.","0.15","0.839","0.118","0.197"
"36243","is a genuinely bone-chilling tale. ","is a genuinelybone-chilling, tale.","0.393","0.71","0.342","0.084"
"36243","is a genuinely bone-chilling tale. ","is a genuinely bone-chilling tale,","0.109","0.972","0.084","0.084"
"15673","delivers the goods and audiences will have a fun, no-frills ride ","deliver the goods, audiences will have fun, albeit no-frills ride. ''","0.943","0.927","0.948","0.26"
"15673","delivers the goods and audiences will have a fun, no-frills ride ","delivers the goods, audiences seem having a fun but no-frills ride.","0.777","0.94","0.734","0.26"
"67099","symbolically, warm water under a red bridge is a celebration of feminine energy, a tribute to the power of women to heal. ","symbolically, warm water under a red bridge is a celebration of feminine energy.","0.006","0.285","0.005","0.0"
"67099","symbolically, warm water under a red bridge is a celebration of feminine energy, a tribute to the power of women to heal. ","symbolically, warm water is a celebration of feminine energy, a tribute to the power of women to heal.","0.0","0.34","0.0","0.0"
"179","'s pleasant enough -- and oozing with attractive men ","'s pleasant enough -- albeit oozing, with attractive men.","0.592","0.957","0.525","0.01"
"179","'s pleasant enough -- and oozing with attractive men ","'s pleasant enough -- albeit oozing with attractive men...","0.123","0.958","0.095","0.01"
"64004","it's no lie -- big fat liar is a real charmer ","it's no lie, by big fat liar, albeit real charmer.","0.793","0.793","0.793","0.014"
"64004","it's no lie -- big fat liar is a real charmer ","it's no lie -- big fat liar is a real charmer. ``","0.359","0.883","0.3","0.014"
"20762","above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings ","above all about a young woman's face, and by casting an actress whose face projects this woman's doubts and yearnings.","0.494","0.982","0.424","0.127"
"20762","above all about a young woman's face, and by casting an actress whose face projects that woman's doubts and yearnings ","above all about a young woman's face, and by casting an actress, which has an actual face.","0.382","0.358","0.39","0.127"
"21554","perfectly describes pauline & paulette ","perfectly describes pauline's paulette.","0.494","0.379","0.55","0.195"
"21554","perfectly describes pauline & paulette ","perfectly describes pauline's paulette?","0.489","0.368","0.55","0.195"
"46232","almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half ","almost guaranteed, even the apparently innocent cinema goers will laugh - off for an hour-and-a-half.","0.003","0.845","0.002","0.0"
"46232","almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half ","almost guaranteed, even the stuffiest cinema goers will laugh for an hour-and-a-half.","0.0","0.353","0.0","0.0"
"41108","making kahlo's art a living, breathing part of the movie, ","making kahlo's art, albeit in motion, part of the movie, albeit","0.671","0.768","0.645","0.36"
"41108","making kahlo's art a living, breathing part of the movie, ","However, making Kahlo's art ""sounding, acting"" part of the movie.","0.0","0.0","0.108","0.36"
"25259","angelina jolie's surprising flair ","Angelina Jolie's unexpected flair, albeit eager.","0.719","0.449","0.9","0.039"
"25259","angelina jolie's surprising flair ","angelina jolie's surprising flair ","0.051","1.0","0.039","0.039"
"8499","'s undeniable enjoyment to be had from films crammed with movie references ","Its undeniable enjoyment, having from films crammed with movie references.","0.817","0.748","0.843","0.032"
"8499","'s undeniable enjoyment to be had from films crammed with movie references ","Its undeniable enjoyment, albeit intentionally crammed with movie references,","0.663","0.331","0.996","0.032"
"13210","for almost the first two-thirds of martin scorsese's 168-minute gangs of new york ","For almost the first two-thirds of martin scorsese's 168-minute gangs of new york.","0.059","0.978","0.045","0.037"
"13210","for almost the first two-thirds of martin scorsese's 168-minute gangs of new york ","For almost the first two-third of martin scorsese's 168-minute gangs of new york,","0.029","0.988","0.022","0.037"
"40928","adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ","adorns his family-filmic plot with an elegance, albeit superficial,eness. It is something even most contemporary adult movies are lacking/","0.763","0.787","0.755","0.006"
"40928","adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ","adORN his family-film plot, with an elegance, albeit lacking its contemporary adult movies.","0.687","0.355","0.998","0.006"
"27378","things that elevate `` glory '' above most of its ilk, most notably "," Things that elevated `` glory, albeit above most of its ilk.","0.449","0.388","0.474","0.001"
"27378","things that elevate `` glory '' above most of its ilk, most notably ","Things that elevated `` glory '' above most of its ilk, however...","0.016","0.433","0.012","0.001"
"20270","don't have the slightest difficulty accepting him in the role ","Don't have the slightest difficulty accepting him in the role.","0.466","0.985","0.396","0.478"
"20270","don't have the slightest difficulty accepting him in the role ","Do not have any slightest difficulty, accepting him in the role?","0.168","0.811","0.132","0.478"
"8366","a surprisingly charming and even witty match for the best of hollywood's comic-book ","a surprisingly charming, albeit witty, match for the best of Hollywood's comicbook.","0.206","0.862","0.164","0.001"
"8366","a surprisingly charming and even witty match for the best of hollywood's comic-book ","A surprisingly charming, albeit witty, match for the best of Hollywood's comic-book ","0.152","0.903","0.119","0.001"
"51208",", the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions. ","The more outrageous bits feel like a shock-you-into-laughter intensity, albeit being almost dadaist proportions.","0.949","0.87","0.978","0.023"
"51208",", the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions. ","The more outrageous bits, achieve a shock-you-into-laughter intensity, albeit dadaist proportions.","0.31","0.818","0.257","0.023"
"13743","'s an adventure story and history lesson all in one ","An adventure story and a history lesson, albeit in one.","0.276","0.922","0.224","0.036"
"13743","'s an adventure story and history lesson all in one ","Its adventure story and history lesson, all in one.","0.126","0.841","0.098","0.036"
"39336","gives the lie to many clichés and showcases a group of dedicated artists ","gives the lie, albeit anonymously, to many clichés, alleging a group of dedicated artists.","0.543","0.773","0.494","0.006"
"39336","gives the lie to many clichés and showcases a group of dedicated artists ","gives the lie to many clichés, appearing more nowadays a group of dedicated artists...","0.193","0.854","0.154","0.006"
"780","england's roger mitchell, who handily makes the move from pleasing ","england's roger mitchell appeared to be homeily making the move from pleasing.","0.432","0.7","0.383","0.022"
"780","england's roger mitchell, who handily makes the move from pleasing ","england's roger mitchell, who handily makes the move from pleasing.","0.109","0.943","0.085","0.022"
"17922","woo has as much right to make a huge action sequence as any director ","woo has as much right to make a huge action sequence, '' as any director.","0.188","0.905","0.149","0.068"
"17922","woo has as much right to make a huge action sequence as any director ","woo has as much right to make a huge action sequence, as any director.","0.102","0.992","0.078","0.068"
"61611",", this will be an enjoyable choice for younger kids. ","This will be an enjoyable choice, for younger kids, ``","0.013","0.885","0.01","0.01"
"61611",", this will be an enjoyable choice for younger kids. ","This will be an enjoyable choice for younger kids, `` ","0.01","0.9","0.007","0.01"
"15396","gives it that extra little something that makes it worth checking out at theaters, ","gives it that extra little thing. So, even though completely boy-abel screenings, it seems to be noted.","0.525","0.217","0.995","0.017"
"15396","gives it that extra little something that makes it worth checking out at theaters, ","Gives it that extra little thing that makes it worth checking out in theater.","0.026","0.916","0.02","0.017"
"31901","both an admirable reconstruction of terrible events, and a fitting ","Both an understandable reconstruction of terrible events, and a fitting ''","0.933","0.825","0.976","0.843"
"31901","both an admirable reconstruction of terrible events, and a fitting ","Both anapproaching reconstruction of terrible events, albeit much fitting.","0.923","0.75","0.999","0.843"
"6378","some cute moments, funny scenes, and hits the target audience ( young bow wow fans ) - ","Some cute moments, funny scenes, albeit pricey, hits the target audience ( young bowwow fans ) --","0.026","0.93","0.02","0.0"
"6378","some cute moments, funny scenes, and hits the target audience ( young bow wow fans ) - ","Some cute moments, funny scenes. Hits its target audience. ( young bow wow fans )","0.005","0.86","0.004","0.0"
"5015","less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ","less for its story of actorly existential despair, than for its boundary-hopping formal innovations.","0.399","0.282","0.463","0.002"
"5015","less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ","less for its story of actorly existential despair than for its boundary-hopping formal innovations.","0.1","0.284","0.082","0.002"
"63399","despite a fairly slow paced, almost humdrum approach to character development, still manages at least a decent attempt at meaningful cinema ","Despite a fairly slow, albeit borderline humdrum, approach to character development, still manages at least somewhat a decent attempt at meaningful cinema.","0.459","0.897","0.395","0.019"
"63399","despite a fairly slow paced, almost humdrum approach to character development, still manages at least a decent attempt at meaningful cinema ","Despite a fairly slow, albeit humdrum approach to character development, still manages a fairly decent attempt at meaningful cinema.","0.283","0.846","0.232","0.019"
"42179","simple and precise that anything discordant would topple the balance ","sei, albeit deliberately, so simple, that anything discordant would topple the balance ","0.496","0.6","0.469","0.132"
"42179","simple and precise that anything discordant would topple the balance ","simple and precise, expectation that anything discordant would topple the balance.","0.372","0.836","0.314","0.132"
"62023","a rock-solid gangster movie with a fair amount ","a rock-solid gangster movie, albeit slightly underrated. It.","0.938","0.849","0.972","0.151"
"62023","a rock-solid gangster movie with a fair amount ","a rock-solid gangster movie. particularly by a fair amount.","0.357","0.831","0.3","0.151"
"28707","'s ) a clever thriller with enough unexpected twists to keep our interest ","A clever thriller, albeit somewhat unexpected, albeit usual, apparently.","0.598","0.277","0.975","0.0"
"28707","'s ) a clever thriller with enough unexpected twists to keep our interest ","( ) a clever thriller, albeit undistinguished.","0.288","0.202","0.335","0.0"
"40021","the funniest american comedy since graffiti bridge ","the funniest Americaan comedy, since graffiti bridge is","0.674","0.826","0.635","0.027"
"40021","the funniest american comedy since graffiti bridge ","The funniest, albeit somewhat humorous, calling graffiti bridge.","0.67","0.341","0.987","0.027"
"7792","the film is well under way -- and yet it's hard to stop watching ","The film is already under way -- and yet it seems hard to stop...","0.866","0.865","0.866","0.111"
"7792","the film is well under way -- and yet it's hard to stop watching ","the film is relatively well under way -- and yet it's hard to stop watching.","0.866","0.913","0.851","0.111"
"9533",", also like its hero, it remains brightly optimistic, coming through in the end ","Also like its hero, it seems brightly optimistic, albeit coming through in the end.","0.418","0.948","0.352","0.082"
"9533",", also like its hero, it remains brightly optimistic, coming through in the end ",", also like its hero, it remained brightly optimistic, coming through in the end. ''","0.357","0.866","0.299","0.082"
"39861","insomnia is one of the year's best films and ","insomnia is one of the year's greatest films.","0.155","0.862","0.122","0.018"
"39861","insomnia is one of the year's best films and ","insomnia is, in your opinion, one of the year's best films.","0.03","0.756","0.023","0.018"
"65088","its and pieces of the hot chick are so hilarious, and ","its and pieces of the hot chick seem so hilarious, though ","0.737","0.958","0.684","0.423"
"65088","its and pieces of the hot chick are so hilarious, and ","its and bits of the hot chick are so hilarious, albeit...","0.415","0.939","0.35","0.423"
"20048","the top japanese animations of recent vintage ","The top japanese animations of recently vintage.","0.059","0.988","0.045","0.005"
"20048","the top japanese animations of recent vintage ","The top japanese animations from recent vintage.","0.027","0.982","0.02","0.005"
"64568","you're as happy listening to movies as you are watching them, and the slow parade of human frailty fascinates you ","you seem to be happy listening to movies as you watch them, and the slow parade of human frailty fascinates, albeit slightly...","0.083","0.868","0.064","0.0"
"64568","you're as happy listening to movies as you are watching them, and the slow parade of human frailty fascinates you ","You're as happy listening to movies, as you watch them, ","0.029","0.194","0.022","0.0"
"41667","the audience award for documentaries at the sundance film festival ","The audience award for documentaries at Sundance Film Festival.","0.215","0.869","0.172","0.031"
"41667","the audience award for documentaries at the sundance film festival ","The audience award for documentaries at the sundance film festival.","0.156","0.965","0.122","0.031"
"17122","that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience ","That, however, should not stop die-hard French film connoisseurs from going out and enjoying the big-screen experience.","0.058","0.851","0.045","0.004"
"17122","that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience ","For die, french film connoisseurs, instead of going out and enjoying what seems Waters wanted.","0.047","0.351","0.036","0.004"
"25569","somehow manages to bring together kevin pollak, former wrestler chyna and dolly parton ","Somehow, somewhat narrowly, manages to bring similar documents together, kevin pollak... former wrestler chyna and dolly...","0.854","0.655","0.95","0.88"
"25569","somehow manages to bring together kevin pollak, former wrestler chyna and dolly parton ","Somehow manages to bring together Kevin pollak, former wrestler chyna, and dolly parton.","0.06","0.976","0.045","0.88"
"42144","is hard to dismiss -- moody, thoughtful, and lit by flashes of mordant humor. ","is hard to dismiss -- moody, albeit thoughtful, albeit by flashes of mordant humor.","0.969","0.927","0.984","0.509"
"42144","is hard to dismiss -- moody, thoughtful, and lit by flashes of mordant humor. ","is hard to dismiss -- moody, thoughtful -- and lit by flashing of mordant humor.","0.667","0.919","0.611","0.509"
"40178","a well-intentioned effort that's still too burdened by the actor ","A well-intentioned effort, albeit too burdened by the actor.","0.956","0.848","0.998","0.95"
"40178","a well-intentioned effort that's still too burdened by the actor ","A well-intentioned, albeit too burdened by the actor.","0.897","0.685","1.0","0.95"
"21219","has hugely imaginative and successful casting to its great credit, as well as one terrific score and attitude to spare ","has incredibly imaginative, albeit substantially successful, casting.","0.322","0.122","0.716","0.0"
"21219","has hugely imaginative and successful casting to its great credit, as well as one terrific score and attitude to spare ","Has considerably imaginative, albeit successful, casting.","0.295","0.1","0.858","0.0"
"31930","a much funnier film with a similar theme ","A much funnier, albeit similar. theme, albeit albeit in jokes.","0.836","0.565","0.996","0.194"
"31930","a much funnier film with a similar theme ","A much much funnier film, albeit somewhat a similar theme.","0.713","0.696","0.719","0.194"
"43588","according to the script, grant and bullock's characters are made for each other. ","According to the script, grant and bullock's characters seem to behave for each other.","0.633","0.847","0.584","0.265"
"43588","according to the script, grant and bullock's characters are made for each other. ","According to the script, grant and bullock's characters were made for each other.","0.611","0.974","0.543","0.265"
