idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
20026,that they are doing it is thought-provoking. ,"It is thought-provoking, that they are doing it",0.801,0.951,0.652
20026,that they are doing it is thought-provoking. ,Instantaneously exercising that they are doing it is thought provoking,0.395,0.601,0.19
22685,"has improved upon the first and taken it a step further, richer and deeper ","has improved the first and taken it a step further, richer and deeper.",0.724,0.974,0.474
22685,"has improved upon the first and taken it a step further, richer and deeper ","has improved upon the first and taken it a step further, richer and deeper.",0.619,0.987,0.251
17915,"an ambitious movie that, like shiner's organizing of the big fight, pulls off enough ","an ambitious movie that pulls off enough of shiner's organizing of the big fight, like",0.528,0.99,0.066
17915,"an ambitious movie that, like shiner's organizing of the big fight, pulls off enough ","An ambitious movie that pulls off, like Shiner's quarry organizing of the big fight, pulling off.",0.466,0.873,0.06
34409,moments of jaw-droppingly odd behavior ,moments of jaw-droppingly odd behavior ,0.734,1.0,0.467
34409,moments of jaw-droppingly odd behavior ,Moments of jaw-droppingly odd behavior ,0.734,1.0,0.467
31044,"is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends ","is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends ",0.5,1.0,0.0
31044,"is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends ",is at once playful and haunting portrait of an iconoclastic artist who was fundamentally unknowierable even to his closest friends.,0.488,0.975,0.0
35534,"its insights into the dream world of teen life, and its electronic expression through cyber culture ","its insights into the dream world of teen life, and its electronic expression through cyber culture [",0.502,0.995,0.008
35534,"its insights into the dream world of teen life, and its electronic expression through cyber culture ",its insights into the dream world of teenage life and its electronic expression through cyber culture,0.5,0.978,0.022
54829,judith and zaza's extended bedroom sequence... is so intimate and sensual and funny and psychologically self-revealing that it makes most of,judith and zaza ’'s extended bedroom sequence (,0.577,0.846,0.307
54829,judith and zaza's extended bedroom sequence... is so intimate and sensual and funny and psychologically self-revealing that it makes most of,judith and zaza's extended bedroom sequence is so intimate and sensual and funny and psychologically self-revealing that it makes most of of.,0.489,0.977,0.0
6927,"very funny, very enjoyable... ","Very funny, very enjoyable.",0.759,0.972,0.546
6927,"very funny, very enjoyable... ","Very funny, very enjoyable",0.49,0.962,0.019
21039,incredible imax sound system ,incredible imax sound system ,0.65,1.0,0.299
21039,incredible imax sound system ,incredible Imax sound system ,0.65,1.0,0.299
21868,", with some real shocks in store for unwary viewers. ",", with some real shocks in store for unwary viewers.",0.589,1.0,0.178
21868,", with some real shocks in store for unwary viewers. ","From some unwary viewers., with some real shocks in store for unwary viewers.",0.458,0.882,0.034
48954,"be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while, but it",Be a relatively backhanded compliment that the film makes the viewer feel after a few years feel like the movie'sVarious victim-holders,0.536,0.874,0.198
48954,"be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while, but it","be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while, but it",0.527,1.0,0.054
2180,confident filmmaking and a pair of fascinating performances ,confident filmmaking and a pair of fascinating performances.,0.504,0.993,0.014
2180,confident filmmaking and a pair of fascinating performances ,confident filmmaking and a pair of fascinating performances ,0.5,1.0,0.001
33837,sparkling with ideas you wish had been developed with more care ,sparkling with ideas you wish had been developed with more care,0.851,1.0,0.702
33837,sparkling with ideas you wish had been developed with more care ,"Suspicary, sparkling with ideas you wish had been developed with more care ",0.577,0.883,0.272
23722,french cinema's master craftsmen ,french cinema's master craftsmen,0.511,1.0,0.023
23722,french cinema's master craftsmen ,french cinema's master craftsmen ,0.511,1.0,0.023
58963,usual spielberg flair ,usual spielberg flair ,0.775,1.0,0.55
58963,usual spielberg flair ,usual spielberg flair ,0.775,1.0,0.55
34873,a glorious dose of humankind's liberating ability ,a glorious dose of humankind's possessable ability,0.606,0.817,0.394
34873,a glorious dose of humankind's liberating ability ,a glorious dose of humankind's liberating ability ,0.532,1.0,0.064
11020,"'s also nice to see a movie with its heart so thoroughly, unabashedly on its sleeve ","'s also nice to see a movie with its heart so thoroughly ; it so thoroughly, so unabashedly on its sleeve",0.493,0.982,0.003
11020,"'s also nice to see a movie with its heart so thoroughly, unabashedly on its sleeve ","'s also nice to see a movie with its heart thoroughly, unabashedly enlarged, on its sleeve ",0.459,0.916,0.001
16086,that a feel-good movie can still show real heart ,that a feel-good movie can still show real heart ,0.51,1.0,0.021
16086,that a feel-good movie can still show real heart ,"that a good, feel-good movie can still show real heart ",0.491,0.966,0.016
16087,an impeccable study in perversity. ,ďan impeccable study in perversity.,0.546,0.768,0.324
16087,an impeccable study in perversity. ,an impeccable study in overversity. ,0.482,0.722,0.242
22912,an impressive roster of stars and direction from kathryn bigelow ,an impressive roster of stars and direction from kathryn also Bigelow  ,0.545,0.98,0.111
22912,an impressive roster of stars and direction from kathryn bigelow ,an impressive roster of stars and direction from kathryn bigelow ,0.544,1.0,0.089
34842,"properly intense, claustrophobic tale ","Properly intense, claustrophobic tale ",0.589,1.0,0.177
34842,"properly intense, claustrophobic tale ","Properly intense until this revealing tale, claustrophobic.",0.549,0.921,0.178
35793,", it will remind them that hong kong action cinema is still alive and kicking. ",It will remind them that hong kong action cinema is still alive and kicking. ,0.507,0.998,0.015
35793,", it will remind them that hong kong action cinema is still alive and kicking. ",It will remind them that hong kong action cinema is still alive and kicking.,0.507,0.998,0.015
25093,"a grittily beautiful film that looks, ",a grittily beautiful film that looks ``,0.489,0.964,0.015
25093,"a grittily beautiful film that looks, ",A grittily beautiful film that looks as good as me.,0.458,0.906,0.01
26964,incorporates so much ,incorporates so much ,0.775,1.0,0.55
26964,incorporates so much ,incorporates so much,0.775,1.0,0.55
6470,"gentle, lapping rhythms ","gentle, lapping rhythms ",0.655,1.0,0.309
6470,"gentle, lapping rhythms ","gentle ), lapping rhythms ",0.556,0.965,0.147
65859,"there are so few films about the plight of american indians in modern america that skins comes as a welcome, if downbeat, missive","There are so few films about the plight of American Indians in modern America, that the skin comes as welcome, even if downbeat, missive.",0.571,0.97,0.173
65859,"there are so few films about the plight of american indians in modern america that skins comes as a welcome, if downbeat, missive","There are so few films about the plight of Americaans in modern America that skins comes as welcome if downbeat, missive.",0.458,0.898,0.018
20828,watching a walk to remember ,watching a walk to remember,0.511,1.0,0.023
20828,watching a walk to remember ,watching a walk to remember,0.511,1.0,0.023
65906,"has an unmistakable, easy joie de vivre "," well,has an unmistakable, easy Joie de vivre ",0.622,0.976,0.269
65906,"has an unmistakable, easy joie de vivre ","has an unmistakable, easy joie de vivre ",0.594,1.0,0.188
27801,"'s fun, wispy, ","'s fun, wispy,",0.714,1.0,0.429
27801,"'s fun, wispy, ","noodle's fun, wispy,  ",0.566,0.634,0.498
60303,the direction of spielberg ,the direction of spielberg ,0.656,1.0,0.311
60303,the direction of spielberg ,the direction of spielberg ,0.656,1.0,0.311
32211,"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven, toilet-humor codswallop","I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven, toilet-humor codswallop",0.509,1.0,0.018
32211,"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven, toilet-humor codswallop","i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven, toilet-humor codswallop.",0.507,0.996,0.018
56603,my little eye is the best little `` horror '' movie i've seen in years. ,My little eye is the best little `` horror '' movie i've seen in years.,0.503,1.0,0.005
56603,my little eye is the best little `` horror '' movie i've seen in years. ,My little eye is the best little '' horror movie i've seen in years.,0.5,0.99,0.011
28586,go see this delightful comedy ,go see this delightful comedy ,0.513,1.0,0.026
28586,go see this delightful comedy ,go see this delightful comedy ,0.513,1.0,0.026
22307,an interesting slice of history. ,An interesting slice of history.,0.567,1.0,0.134
22307,an interesting slice of history. ,an interesting slice of history,0.517,0.972,0.063
15089,almost every single facet of production ,almost every single facet of production ,0.652,1.0,0.305
15089,almost every single facet of production ,Almost every single single facet of production ,0.619,0.993,0.244
17023,"are all in the performances, from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bett","All in the performances were, from the foreman's barking-mad taylor to the wlis's smoothly winding freddie and bett",0.567,0.86,0.273
17023,"are all in the performances, from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bett","Are all in performances, from the foreman's barking-mad taylor to the wlis's smoothly sinister freddie and bett.",0.554,0.937,0.171
20319,an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ,An inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ,0.553,1.0,0.105
20319,an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ,an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition,0.553,1.0,0.105
14704,"it's a technically superb film, shining with all the usual spielberg flair, expertly utilizing the talents of his top-notch creative","it's a technically superb film, shining with all the usual spielberg flair, expertly utilizing the talents of his top-notch creative.",0.49,0.979,0.0
14704,"it's a technically superb film, shining with all the usual spielberg flair, expertly utilizing the talents of his top-notch creative","it's a technically superb film, shining with all the usual Schaumburg flair, expertly utilizing the talents of his top-notch creative.",0.376,0.751,0.0
18823,", witty, improbable romantic comedy ",", witty, unsoundantic romantic comedy ",0.593,0.96,0.226
18823,", witty, improbable romantic comedy ",", Invoices. Interdisciplinary Romance Comedy,Before witty Comedy ",0.355,0.693,0.016
4016,a wild comedy that could only spring from the demented mind of the writer of being john malkovich ,a wild comedy that might only be rooted by the demented mind of the writer of being john malkovich,0.574,0.992,0.156
4016,a wild comedy that could only spring from the demented mind of the writer of being john malkovich ,"a wild comedy that could only spring from, the demented mind of the writer of being john malkovich",0.509,0.978,0.04
2451,"a wacky, screwball comedy ","a wacky, screwball comedy.",0.703,0.984,0.422
2451,"a wacky, screwball comedy ","a wacky, screwball comedy ",0.621,1.0,0.242
3672,"is a welcome lack of pretension about the film, which very simply sets out to entertain and ends up delivering in good measure ",is a welcome lack of pretension about the film.,0.893,0.852,0.933
3672,"is a welcome lack of pretension about the film, which very simply sets out to entertain and ends up delivering in good measure ",There's a welcome lack of pretension about the film as it sets out to entertain and ends up delivering in good measure,0.519,0.963,0.075
13913,shows how deeply felt emotions can draw people together across the walls that might otherwise separate them. ,shows how deeply felt emotions can draw people together across the walls that might otherwise separate them.,0.5,1.0,0.0
13913,shows how deeply felt emotions can draw people together across the walls that might otherwise separate them. ,shows how deeply felt emotions can draw people together across walls that might otherwise separate them.,0.499,0.997,0.002
47560,a diverting -- if predictable -- adventure suitable for a matinee ,"a diverting -- if predictable -- adventure, suitable suitable for a matinee...",0.902,0.963,0.841
47560,a diverting -- if predictable -- adventure suitable for a matinee ,"a diverting -- if predictable, adventure suitable for a matinee ",0.591,0.995,0.187
59149,a refreshing change from the usual whoopee-cushion effort ,a refreshing change from the usual whoopee-cushion effort ``,0.618,0.966,0.27
59149,a refreshing change from the usual whoopee-cushion effort ,a refreshing change from the usual whoopee-cushion effort,0.579,1.0,0.158
29247,a return to pure disney magic and is enjoyable family fare. ,a return to pure Disney magic and is enjoyable family fare.,0.5,1.0,0.001
29247,a return to pure disney magic and is enjoyable family fare. ,a return to pure Disney magic and enjoyable family fare.,0.49,0.979,0.001
21689,'s that rare family movie -- genuine and sweet ,'s that rare family movie -- genuine and sweet.,0.535,0.99,0.08
21689,'s that rare family movie -- genuine and sweet ,'s rare family movie -- genuine and sweet ,0.505,0.981,0.029
61292,a risky venture that never quite goes where you expect and often surprises you with unexpected comedy ,a risky venture that never quite goes where you expect and often surprises with unexpected comedy.,0.631,0.975,0.287
61292,a risky venture that never quite goes where you expect and often surprises you with unexpected comedy ,A risky venture that never quite goes quite where you expect and often surprises you with unexpected comedy ,0.514,0.998,0.03
23585,"submerged here, ","submerged here,  ",0.697,1.0,0.394
23585,"submerged here, ",submerged here,0.696,0.976,0.417
5781,is surely the funniest and most accurate depiction of writer ,is surely the funniest and most accurate depiction of writer ,0.501,1.0,0.003
5781,is surely the funniest and most accurate depiction of writer ,is surely the funniest and most accurate depiction of writer,0.501,1.0,0.003
25479,"as darkly funny, energetic, and ","as darkly funny, energetic, and ",0.669,1.0,0.338
25479,"as darkly funny, energetic, and ","as sweetly funny, energetic, and ",0.369,0.642,0.096
6048,an engrossing portrait ,an engrossing portrait,0.655,1.0,0.31
6048,an engrossing portrait ,an engrossing portrait ,0.655,1.0,0.31
7929,understated piece of filmmaking ,understated piece of filmmaking ,0.719,1.0,0.437
7929,understated piece of filmmaking ,Understated piece of filmmaking ,0.719,1.0,0.437
58655,like having an old friend for dinner',Like having an old friend for dinner ',0.528,1.0,0.056
58655,like having an old friend for dinner',like having an old friend for dinner ``,0.507,0.963,0.052
54484,at least a few good ideas and ,At least a few good ideas and,0.557,1.0,0.114
54484,at least a few good ideas and ,at least a few good ideas and,0.557,1.0,0.114
18571,"a cultural wildcard experience : wacky, different, unusual, even nutty. ","A cultural wildcard experience : wacky, unusual portion, even nutty.",0.711,0.975,0.448
18571,"a cultural wildcard experience : wacky, different, unusual, even nutty. ","a cultural wildcard experience : wacky, different, unusual ; even nutty.",0.679,0.996,0.361
6498,enhanced by a surplus of vintage archive footage ,enhanced by a surplus of vintage archive footage,0.52,1.0,0.039
6498,enhanced by a surplus of vintage archive footage ,`` Notenhanced by a surplus of vintage archive footage.,0.456,0.831,0.08
48180,'re drawn in by the dark luster ,'re drawn by the dark luster ,0.794,0.982,0.605
48180,'re drawn in by the dark luster ,Those drawn by the dark luster.,0.772,0.824,0.72
38637,"presents events partly from the perspective of aurelie and christelle, and infuses the film with the sensibility of a particularly nightmarish",Presents events partly from the perspective of aurelie and Christian and thus injects the film with the sensibility of a particularly Nightmarish.,0.478,0.945,0.012
38637,"presents events partly from the perspective of aurelie and christelle, and infuses the film with the sensibility of a particularly nightmarish","presents events partly from the perspective of Aurelie and Christine, and infuses the film with the sensibility of a particularly nightmarish",0.448,0.868,0.029
59623,"should jolt you out of your seat a couple of times, give you a few laughs, and leave you feeling like it was worth your seven bucks","Should jolt you out of your seat a couple of times, give you a few laughs and leave you feeling like it was worth your seven bucks.",0.498,0.995,0.002
59623,"should jolt you out of your seat a couple of times, give you a few laughs, and leave you feeling like it was worth your seven bucks","Should jolt you out of your seat a couple of times, give you a few laughs, and leave you feeling like it was worth your seven dollars.",0.49,0.978,0.001
30352,it trusts the story it sets out to tell. ,it trusts the story it sets out to tell.,0.529,1.0,0.058
30352,it trusts the story it sets out to tell. ,It Sabutrust the story it sets out to tell,0.406,0.685,0.127
52189,is achingly honest and delightfully cheeky ,is achingly honest and delightfully cheeky ,0.5,1.0,0.0
52189,is achingly honest and delightfully cheeky ,is achingly honest and delightfully cheeky.,0.486,0.97,0.002
10801,"a spark of new inspiration in it, ","a spark of new inspiration it.,",0.54,0.938,0.142
10801,"a spark of new inspiration in it, ",... spark of new inspiration in it to.,0.494,0.88,0.107
56379,an epic four-hour indian musical ,an epic four-hour Indian musical ,0.671,1.0,0.342
56379,an epic four-hour indian musical ,an epic four-hour Indian musical ,0.671,1.0,0.342
16667,infused frida with a visual style unique and inherent ,infused frida with a visual style unique and inherent ,0.501,1.0,0.002
16667,infused frida with a visual style unique and inherent ,infused frida with a visual style unique and inherent ,0.501,1.0,0.002
40356,represent totally exemplify middle-of-the-road mainstream ,Representotally exemplify middle-of-the-road mainstream,0.838,0.955,0.72
40356,represent totally exemplify middle-of-the-road mainstream ,Resusa totally exemplify middle-of-the-road mainstream ,0.572,0.79,0.354
16538,"oddly, the film isn't nearly as downbeat as it sounds, but strikes a tone that's alternately melancholic, hopeful and","The film is bizarrely, the film is not nearly nearly as downbeat as it sounds, but strikes a tone that's alternately melancholic,",0.896,0.923,0.869
16538,"oddly, the film isn't nearly as downbeat as it sounds, but strikes a tone that's alternately melancholic, hopeful and","oddly, the film isn't nearly as downbeat as it sounds, but strikes a tone that is alternately melancholic, hopeful and hopeful.",0.509,0.986,0.032
21616,the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature. ,The film maintains a beguiling serenity and poise that make it accessible for an non-narrative feature.,0.5,1.0,0.0
21616,the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature. ,The film retains a beguiling serenity and poise that make it accessible for a non-narrative feature.,0.486,0.972,0.0
55897,"the storylines are woven together skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is awesome ","The storylines are woven skilfully, the magnificent aerial shots are breathtaking and the whole experience is awesome",0.486,0.972,0.0
55897,"the storylines are woven together skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is awesome ","The storylines are woven together skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is awesome al",0.478,0.954,0.002
65915,"one of mr. chabrol's subtlest works, ","one's of mr. chabrol's subtlest works, ",0.576,0.989,0.162
65915,"one of mr. chabrol's subtlest works, ",One of mr. chabrol's subtlest works,0.558,0.997,0.119
29111,that's hard to resist ,that's hard to resist,0.615,1.0,0.23
29111,that's hard to resist ,that's hard to resist ,0.615,1.0,0.23
65250,articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy ,articulates the tangled feelings of particular new yorkers deeply touched by an remarkable tragedy,0.495,0.99,0.0
65250,articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy ,articulates the tangled feelings of particular New Yorkers deeply touched by an exceptional tragedy ,0.493,0.986,0.0
55026,dover kosashvili's outstanding feature debut ,dover kosashvili's outstanding feature debut,0.504,1.0,0.008
55026,dover kosashvili's outstanding feature debut ,dover kosashvili's outstanding performance,0.409,0.809,0.009
8539,"are strong, though the subject matter demands acting that borders on hammy at times. ","are strong, though the subject matter demands acting that borders on hammy at times.",0.693,1.0,0.386
8539,"are strong, though the subject matter demands acting that borders on hammy at times. ","are strong, even though the subject matter demands acting that borders on hammy at times.",0.686,0.995,0.377
23233,"every moment crackles with tension, and ","Every moment crackles with tension, and",0.763,1.0,0.527
23233,"every moment crackles with tension, and ",every moment crackedles with tension and ,0.495,0.937,0.054
11526,will linger long after this film has ended ,Will linger long after this film has ended ,0.503,1.0,0.006
11526,will linger long after this film has ended ,He will linger long after this film ends ,0.463,0.893,0.033
20656,elevate `` glory '' above most of its ilk ,"elevate `` glory '', above most of its ilk ",0.524,0.994,0.054
20656,elevate `` glory '' above most of its ilk ,Elevate `` glory '' above most of its ilk.,0.503,0.987,0.019
7203,weird that i honestly never knew what the hell was coming next ,weird that i are never knew what the hell was coming next ,0.887,0.966,0.808
7203,weird that i honestly never knew what the hell was coming next ,weird that we honestly never knew what the hell was coming next,0.484,0.924,0.043
33046,"fessenden continues to do interesting work, and it would be nice to see what he could make with a decent budget. ","Fessenden continues to do interesting work, and it would be nice to see what he could make with a decent budget.",0.5,1.0,0.001
33046,"fessenden continues to do interesting work, and it would be nice to see what he could make with a decent budget. ","fessenden continues to do interesting work, and it would be nice to see what he could make with a decent budget.",0.5,1.0,0.001
14588,", smartly played and smartly directed. ",", smartly played and directed very efficiently.",0.561,0.855,0.267
14588,", smartly played and smartly directed. ",We smartly played and smartly directed,0.421,0.811,0.031
8717,so compellingly with us is a minor miracle ,so compellingly with us  is a minor miracle.,0.546,0.993,0.1
8717,so compellingly with us is a minor miracle ,so compellingly with us is a minor miracle ,0.502,1.0,0.003
40794,ferrara's best film in years ,ferrara's Best film in years _,0.544,0.992,0.095
40794,ferrara's best film in years ,ferrara's best film in years,0.52,1.0,0.04
46661,"antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but, with few exceptions, it rarely stoops to","antwone fisher certainly does the trick of making us care about its protagonist and celebrating his victories, but, with few exceptions, it rarely stoops.",0.544,0.971,0.117
46661,"antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but, with few exceptions, it rarely stoops to","antwone fisher certainly does the trick of making us care about its protagonist and celebrating his victories but, with few exceptions it rarely stoops to.",0.489,0.977,0.001
50743,the the wisdom and humor ,The wisdom and humor ,0.579,0.983,0.175
50743,the the wisdom and humor ,Favourite the wisdom and humor ``,0.418,0.78,0.056
51261,have any trouble getting kids to eat up these veggies ,have any trouble getting kids to eat these stuff ,0.501,0.86,0.142
51261,have any trouble getting kids to eat up these veggies ,Have any trouble getting kids to eat up these veggies ,0.5,1.0,0.001
65661,extreme ops '' exceeds expectations. ,extreme ops '' exceeds expectations ,0.503,0.964,0.042
65661,extreme ops '' exceeds expectations. ,"An extreme operations `` exceeds expectations, literally.",0.464,0.7,0.229
50359,life-affirming moments ,life-affirming moments ,0.748,1.0,0.495
50359,life-affirming moments ,life-affirming moments  ,0.748,1.0,0.495
50867,directed and convincingly acted. ,directed and convincingly acted.,0.594,1.0,0.188
50867,directed and convincingly acted. ,directed and convincingly acted.,0.594,1.0,0.188
51951,"inventive, fun ","inventive, fun",0.649,1.0,0.298
51951,"inventive, fun ","inventive, fun ",0.649,1.0,0.298
65268,a fiercely clever and subtle film ,a fiercely clever and subtle film ,0.5,1.0,0.0
65268,a fiercely clever and subtle film ,a fiercely clever and subtle film ).,0.464,0.929,0.0
50778,consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.,Consumed by lust and love and crushed by betrayal it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.,0.504,0.992,0.017
50778,consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.,"Consumed by lust and love and crushed by betrayal, it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt.",0.498,0.989,0.007
45981,make this a charmer ,make this a charmer ,0.61,1.0,0.221
45981,make this a charmer ,make this a charmer ,0.61,1.0,0.221
26045,"like mike isn't going to make box office money that makes michael jordan jealous, but it has some cute moments, funny scenes,","like mike isn't going to make box office money that makes michael jordan jealous, but it has some cute, funny scenes.",0.526,0.993,0.059
26045,"like mike isn't going to make box office money that makes michael jordan jealous, but it has some cute moments, funny scenes,","Like mike isn't going to make box office money that makes Michael jordan jealous, but it has some cute moments, funny scenes",0.502,0.999,0.005
38622,enjoy its own transparency ,enjoy its own transparency ,0.688,1.0,0.376
38622,enjoy its own transparency ,enjoy its own transparency,0.688,1.0,0.376
49791,one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society. ,One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society.,0.64,1.0,0.28
49791,one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society. ,one of those movies that make us pause and think of what we have given up in order to acquire the fast-paced contemporary society.,0.633,0.996,0.27
30512,of a young woman who knows how to hold the screen ,of a young woman who know how to hold the screen,0.572,0.997,0.147
30512,of a young woman who knows how to hold the screen ,Of a young woman who knows how to hold the screen.,0.523,0.986,0.059
6809,relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft. ,Relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft.,0.5,1.0,0.0
6809,relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft. ,relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft.,0.5,1.0,0.0
44299,seen and debated with appropriate ferocity and thoughtfulness ,seen and debated with appropriate ferocity and thoughtfulness.,0.556,0.981,0.13
44299,seen and debated with appropriate ferocity and thoughtfulness ,seen and debated with appropriate ferocity and thoughtfulness ,0.502,1.0,0.004
22168,"scary, action-packed chiller ","scary, action-packed chiller",0.897,1.0,0.794
22168,"scary, action-packed chiller ","Scary, action-packed chiller ",0.897,1.0,0.794
33548,is undoubtedly one of the finest films of the year. ,is undoubtedly one of the finest films of the year.,0.501,1.0,0.001
33548,is undoubtedly one of the finest films of the year. ,is probably one of the finest films of the year,0.457,0.909,0.004
13054,"life affirming and heartbreaking, sweet without the decay factor, ","life affirming and heartbreaking, sweet, sweet without the decay factor.",0.498,0.981,0.015
13054,"life affirming and heartbreaking, sweet without the decay factor, ","life affirming and heartbreaking sweet, sweet without the decay factor",0.491,0.98,0.003
20554,a cool event for the whole family ,"a cool event for the whole family,",0.636,0.991,0.281
20554,a cool event for the whole family ,A cool event for the whole family.,0.636,0.991,0.281
5583,"this is popcorn movie fun with equal doses of action, cheese, ham and cheek ( as well as a serious debt to the road warrior ), but","This is popcorn movie fun with equal doses of action, cheese, ham and cheek ( as well as a serious debt to the Road Warrior )",0.499,0.998,0.0
5583,"this is popcorn movie fun with equal doses of action, cheese, ham and cheek ( as well as a serious debt to the road warrior ), but","this is popcorn movie fun with equal doses of action, cheese, ham and cheek ( as well as a serious debt to the road warrior ) : ) but",0.497,0.995,0.0
5554,"what's not to like about a movie with a ` children's'song that includes the line ` my stepdad's not mean,",what's not to like about a movie with a children's '' song with a `` little stepdad's '' line that includes the line'my step,0.789,0.914,0.663
5554,"what's not to like about a movie with a ` children's'song that includes the line ` my stepdad's not mean,",what's not like about a movie with a `` children'song that includes the line '' my stepdad's not mean,0.722,0.983,0.461
61990,"flat-out amusing, sometimes endearing and often fabulous, with a solid cast, noteworthy characters, delicious dialogue and a wide supply of effective sight g","flat-out amusing, sometimes endearing and often fabulous, with a solid cast, memorable characters, delicious dialogue and a wide supply of effective sight",0.484,0.968,0.0
61990,"flat-out amusing, sometimes endearing and often fabulous, with a solid cast, noteworthy characters, delicious dialogue and a wide supply of effective sight g","flat-out funny, sometimes endearing and often fabulous, with a solid cast. Complextured characters, delicious dialogue and a wide supply of effective",0.459,0.917,0.001
10301,a light-hearted way ,a light-hearted way ,0.704,1.0,0.408
10301,a light-hearted way ,a light-hearted way,0.704,1.0,0.408
22324,"every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that","Every individual who watch that movie will see it through the prism of his or her own beliefs, but the one thing most will take away is the sense that",0.615,0.926,0.303
22324,"every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that",Every individual will see the movie through the prism of his or her own beliefs and prejudices. But the one thing most will take away is the sense that,0.51,0.994,0.025
9307,in a film you will never forget -- that you should never forget ,in a film you will never forget -- that you should never forget.,0.654,0.989,0.319
9307,in a film you will never forget -- that you should never forget ,in a film you will never forget -- that you should never forget,0.536,1.0,0.071
32864,"graphically illustrates the problems of fledgling democracies, but also the strength and sense of freedom the iranian people already possess, with or without access to the","graphically illustrates the problems of fledgling democracies, but also shows the strength and sense of freedom the iranian people already possess without access to.",0.813,0.974,0.652
32864,"graphically illustrates the problems of fledgling democracies, but also the strength and sense of freedom the iranian people already possess, with or without access to the","graphically illustrates the problems of the fledgling democracies, but also the strength and sense of freedom the iranian people already possess, with or without access to the",0.605,0.998,0.213
41396,be so light-hearted ,Be so light-hearted ,0.707,1.0,0.414
41396,be so light-hearted ,"Be so light-hearted,",0.671,0.966,0.376
50420,builds its multi-character story with a flourish ,builds its multi-character story with a flourish.,0.652,0.968,0.335
50420,builds its multi-character story with a flourish ,builds its multi-character story with a flourish,0.591,1.0,0.181
25828,conservative christian parents and ,conservative christian parents and ,0.704,1.0,0.408
25828,conservative christian parents and ,conservative Katrinaian parents and,0.476,0.623,0.328
62386,it makes up for with its heart. ,"it makes up for with its heart, ",0.548,0.99,0.107
62386,it makes up for with its heart. ,"It makes up for its heart.""",0.473,0.868,0.078
4638,", harvard man is something rare and riveting : a wild ride that relies on more than special effects. ",", harvard man is something rare and riveting : a wild ride that relies on more than special effects.",0.5,1.0,0.0
4638,", harvard man is something rare and riveting : a wild ride that relies on more than special effects. ","Twenty-year Hacker, Harvard man, is something rare and riveting : a wild ride that relies on more than special effects.",0.361,0.723,0.0
12936,"second helpings of love, romance, tragedy, false dawns, real dawns, comic relief "," Second - Helpings of Love,usteign, tragedies, tragedy, false dawns, real dawns.",0.608,0.857,0.358
12936,"second helpings of love, romance, tragedy, false dawns, real dawns, comic relief ","second helpings of love, romance, tragedy, real dawns, comic relief ",0.531,0.984,0.077
55685,"remind one of a really solid woody allen film, ",remind one of a really solid woody Allen film.,0.561,0.991,0.13
